date,primary_type,district,arrest,year
2006-10-08 21:41:48+00:00,NARCOTICS,6,True,2006
2008-10-21 16:35:00+00:00,ROBBERY,7,False,2008
2024-02-15 10:00:00+00:00,CRIMINAL DAMAGE,7,False,2024
2018-01-03 20:01:00+00:00,OTHER OFFENSE,7,True,2018
2011-06-04 21:00:00+00:00,CRIMINAL TRESPASS,7,True,2011
2003-05-11 00:00:00+00:00,MOTOR VEHICLE THEFT,7,False,2003
2002-01-15 23:45:00+00:00,BATTERY,7,False,2002
2004-05-28 11:10:00+00:00,BATTERY,7,False,2004
2008-09-27 21:00:00+00:00,BURGLARY,7,False,2008
2024-06-30 23:11:00+00:00,ASSAULT,8,True,2024
2004-11-13 15:15:00+00:00,OTHER OFFENSE,8,False,2004
2010-05-27 14:55:00+00:00,BATTERY,8,False,2010
2018-09-10 14:00:00+00:00,THEFT,8,False,2018
2009-12-29 20:00:00+00:00,THEFT,8,False,2009
2006-02-27 06:00:00+00:00,DECEPTIVE PRACTICE,8,False,2006
2014-12-02 09:00:00+00:00,OTHER OFFENSE,9,False,2014
2008-07-09 15:00:00+00:00,BATTERY,9,False,2008
2015-11-12 15:45:00+00:00,THEFT,9,False,2015
2021-09-08 23:34:00+00:00,HOMICIDE,10,False,2021
2023-04-10 15:30:00+00:00,ASSAULT,10,False,2023
2013-05-16 15:45:00+00:00,NARCOTICS,10,True,2013
2016-05-27 01:52:00+00:00,CRIMINAL DAMAGE,11,False,2016
2003-09-29 09:50:00+00:00,THEFT,11,False,2003
2011-06-19 10:30:00+00:00,OFFENSE INVOLVING CHILDREN,11,False,2011
2001-09-02 01:00:00+00:00,OTHER OFFENSE,11,False,2001
2015-07-07 20:46:00+00:00,NARCOTICS,11,True,2015
2015-09-26 18:00:00+00:00,CRIMINAL DAMAGE,11,False,2015
2021-02-08 07:00:00+00:00,OTHER OFFENSE,12,False,2021
2023-04-11 14:50:00+00:00,BATTERY,12,False,2023
2014-02-18 22:40:00+00:00,CRIMINAL DAMAGE,12,False,2014
2014-03-11 14:00:00+00:00,ASSAULT,12,True,2014
2004-10-20 14:00:00+00:00,ASSAULT,12,True,2004
2023-05-14 22:30:00+00:00,CRIMINAL DAMAGE,12,False,2023
2014-03-10 19:50:00+00:00,BATTERY,12,False,2014
2005-08-08 08:20:00+00:00,CRIMINAL DAMAGE,12,True,2005
2004-07-28 19:05:00+00:00,CRIMINAL DAMAGE,12,False,2004
2001-10-28 22:00:00+00:00,THEFT,12,False,2001
2006-03-19 12:00:00+00:00,THEFT,12,False,2006
2006-06-09 21:30:00+00:00,PROSTITUTION,12,True,2006
2011-02-17 21:45:00+00:00,BATTERY,12,False,2011
2024-11-20 03:00:00+00:00,MOTOR VEHICLE THEFT,14,False,2024
2007-01-07 02:00:00+00:00,BATTERY,14,False,2007
2017-04-03 11:00:00+00:00,THEFT,14,False,2017
2008-09-01 10:45:00+00:00,THEFT,14,False,2008
2003-06-27 22:00:00+00:00,CRIMINAL DAMAGE,14,False,2003
2007-10-17 08:20:00+00:00,BURGLARY,15,False,2007
2023-06-05 12:27:00+00:00,BATTERY,15,False,2023
2010-01-12 12:00:00+00:00,CRIMINAL DAMAGE,15,True,2010
2008-08-10 13:30:00+00:00,THEFT,16,False,2008
2012-04-21 08:21:00+00:00,BATTERY,16,False,2012
2002-07-24 09:30:00+00:00,PUBLIC PEACE VIOLATION,16,True,2002
2015-02-17 18:45:00+00:00,THEFT,18,False,2015
2006-03-06 18:40:00+00:00,THEFT,18,False,2006
2001-06-18 21:17:22+00:00,BATTERY,18,True,2001
2004-03-21 17:00:00+00:00,THEFT,18,False,2004
2012-08-24 09:54:00+00:00,ROBBERY,18,False,2012
2016-09-06 15:00:00+00:00,DECEPTIVE PRACTICE,18,True,2016
2003-06-12 12:00:00+00:00,DECEPTIVE PRACTICE,18,False,2003
2004-10-22 00:15:00+00:00,ASSAULT,20,True,2004
2001-03-20 01:00:00+00:00,OTHER OFFENSE,20,False,2001
2004-11-23 21:26:00+00:00,NARCOTICS,20,True,2004
2009-04-18 05:15:00+00:00,CRIMINAL DAMAGE,20,False,2009
2003-12-19 10:00:00+00:00,THEFT,24,False,2003
2004-08-30 17:18:41+00:00,ROBBERY,24,False,2004
2004-04-25 22:00:00+00:00,THEFT,24,False,2004
2003-05-21 16:10:00+00:00,ROBBERY,25,False,2003
2024-03-19 04:39:00+00:00,THEFT,25,False,2024
2011-05-21 18:00:00+00:00,THEFT,1,False,2011
2013-12-22 18:25:00+00:00,THEFT,1,True,2013
2001-11-16 12:30:00+00:00,ASSAULT,1,False,2001
2011-12-25 19:25:00+00:00,CRIMINAL DAMAGE,3,False,2011
2011-08-05 02:22:00+00:00,ASSAULT,3,True,2011
2009-06-28 11:00:00+00:00,THEFT,3,False,2009
2013-09-02 02:00:00+00:00,CRIMINAL DAMAGE,3,True,2013
2013-08-17 17:42:00+00:00,OTHER OFFENSE,4,False,2013
2019-03-02 11:38:00+00:00,ASSAULT,4,False,2019
2011-12-20 11:00:00+00:00,BURGLARY,4,False,2011
2008-06-04 23:00:00+00:00,CRIMINAL DAMAGE,4,False,2008
2012-01-24 06:30:00+00:00,CRIMINAL DAMAGE,4,False,2012
2010-11-24 11:00:00+00:00,THEFT,5,False,2010
2006-01-11 19:00:00+00:00,THEFT,5,False,2006
2006-01-17 07:00:00+00:00,BURGLARY,5,False,2006
2002-05-16 07:30:00+00:00,CRIM SEXUAL ASSAULT,5,False,2002
2018-05-10 09:00:00+00:00,BURGLARY,5,False,2018
2012-06-02 09:38:00+00:00,CRIMINAL DAMAGE,5,False,2012
2009-04-20 11:00:00+00:00,BATTERY,6,False,2009
2009-12-21 07:30:00+00:00,THEFT,6,False,2009
2005-06-09 10:34:57+00:00,CRIMINAL DAMAGE,6,False,2005
2008-08-31 01:00:00+00:00,THEFT,6,False,2008
2013-12-12 14:30:00+00:00,NARCOTICS,7,True,2013
2011-08-27 21:29:00+00:00,BATTERY,7,False,2011
2020-03-18 12:05:00+00:00,BATTERY,7,False,2020
2020-07-02 22:45:00+00:00,PROSTITUTION,7,True,2020
2008-07-29 12:30:00+00:00,THEFT,7,False,2008
2003-01-24 18:38:00+00:00,THEFT,8,False,2003
2010-03-12 14:00:00+00:00,THEFT,8,False,2010
2019-12-22 11:00:00+00:00,SEX OFFENSE,8,False,2019
2003-05-14 21:00:00+00:00,THEFT,8,True,2003
2010-08-15 02:54:00+00:00,CRIMINAL DAMAGE,8,False,2010
2022-06-01 21:00:00+00:00,THEFT,8,False,2022
2004-01-06 21:50:00+00:00,CRIMINAL TRESPASS,8,True,2004
2003-09-17 14:30:00+00:00,BATTERY,8,False,2003
2009-12-13 16:30:00+00:00,MOTOR VEHICLE THEFT,9,False,2009
2008-11-26 23:57:00+00:00,BATTERY,9,False,2008
2017-04-03 00:01:00+00:00,DECEPTIVE PRACTICE,10,False,2017
2015-02-16 19:49:00+00:00,OTHER OFFENSE,10,True,2015
2019-01-07 10:28:00+00:00,NARCOTICS,10,True,2019
2018-01-07 05:00:00+00:00,CRIMINAL DAMAGE,10,False,2018
2009-07-22 21:00:00+00:00,MOTOR VEHICLE THEFT,10,False,2009
2016-02-11 17:55:00+00:00,HOMICIDE,11,False,2016
2016-08-15 20:00:00+00:00,BATTERY,11,False,2016
2019-09-30 02:20:00+00:00,OTHER OFFENSE,11,True,2019
2016-11-15 10:00:00+00:00,DECEPTIVE PRACTICE,12,False,2016
2009-05-27 17:00:00+00:00,CRIMINAL DAMAGE,12,False,2009
2004-08-20 16:30:00+00:00,OTHER OFFENSE,12,False,2004
2002-10-11 01:32:00+00:00,ROBBERY,14,False,2002
2012-01-16 12:00:00+00:00,NARCOTICS,15,True,2012
2009-01-24 11:30:00+00:00,NARCOTICS,15,True,2009
2020-05-27 17:00:00+00:00,THEFT,15,False,2020
2005-02-05 23:00:00+00:00,BATTERY,15,False,2005
2009-01-15 01:00:00+00:00,THEFT,15,False,2009
2015-06-29 13:00:00+00:00,THEFT,15,True,2015
2022-06-20 08:00:00+00:00,DECEPTIVE PRACTICE,15,False,2022
2005-11-07 00:00:00+00:00,MOTOR VEHICLE THEFT,16,False,2005
2013-07-09 17:30:00+00:00,THEFT,16,False,2013
2007-09-20 09:53:11+00:00,THEFT,17,True,2007
2020-02-08 16:00:00+00:00,BATTERY,17,False,2020
2016-05-01 17:40:00+00:00,ASSAULT,17,False,2016
2024-11-07 12:25:00+00:00,ROBBERY,17,False,2024
2005-09-10 01:00:00+00:00,OFFENSE INVOLVING CHILDREN,17,False,2005
2018-12-22 13:52:00+00:00,THEFT,18,False,2018
2013-04-05 00:59:00+00:00,BATTERY,18,False,2013
2016-11-05 21:00:00+00:00,THEFT,18,False,2016
2024-06-07 18:09:00+00:00,THEFT,19,False,2024
2014-10-17 10:30:00+00:00,THEFT,19,False,2014
2016-05-15 05:20:00+00:00,THEFT,19,False,2016
2002-10-28 07:05:00+00:00,THEFT,20,True,2002
2003-12-15 06:00:00+00:00,DECEPTIVE PRACTICE,20,False,2003
2002-11-16 15:55:00+00:00,CRIMINAL TRESPASS,9,True,2002
2009-08-30 06:20:00+00:00,BATTERY,1,False,2009
2007-04-05 19:48:00+00:00,BATTERY,2,False,2007
2013-04-21 00:00:00+00:00,DECEPTIVE PRACTICE,22,False,2013
2021-06-05 23:00:00+00:00,BATTERY,22,False,2021
2003-09-30 12:15:00+00:00,BATTERY,19,False,2003
2018-07-15 05:00:00+00:00,BATTERY,24,False,2018
2024-05-26 11:50:00+00:00,ASSAULT,24,False,2024
2003-07-21 13:12:20+00:00,THEFT,25,False,2003
2008-02-04 21:00:00+00:00,BURGLARY,25,False,2008
2006-04-26 16:25:00+00:00,THEFT,25,False,2006
2003-04-25 19:00:00+00:00,BATTERY,25,False,2003
2004-12-08 15:30:00+00:00,THEFT,1,False,2004
2004-10-17 10:50:48+00:00,CRIMINAL DAMAGE,3,False,2004
2022-09-29 21:00:00+00:00,BURGLARY,3,False,2022
2018-09-20 10:53:00+00:00,OFFENSE INVOLVING CHILDREN,3,False,2018
2002-12-19 12:56:50+00:00,BATTERY,4,False,2002
2004-01-21 11:15:00+00:00,NARCOTICS,4,True,2004
2005-03-18 15:13:44+00:00,BATTERY,4,False,2005
2006-08-08 00:25:00+00:00,THEFT,4,False,2006
2001-08-06 12:00:00+00:00,CRIMINAL DAMAGE,4,False,2001
2015-01-29 16:18:00+00:00,OTHER OFFENSE,4,True,2015
2009-01-31 00:00:00+00:00,BURGLARY,4,False,2009
2007-09-25 00:05:00+00:00,NARCOTICS,5,True,2007
2005-03-05 17:00:00+00:00,DECEPTIVE PRACTICE,5,False,2005
2008-06-14 11:00:00+00:00,BURGLARY,5,False,2008
2018-05-25 17:03:00+00:00,BATTERY,5,False,2018
2003-08-29 23:17:00+00:00,NARCOTICS,6,True,2003
2018-04-04 23:58:00+00:00,BATTERY,6,False,2018
2004-01-31 22:40:00+00:00,NARCOTICS,6,True,2004
2008-05-13 07:02:11+00:00,ASSAULT,6,True,2008
2023-02-07 18:41:00+00:00,BURGLARY,6,False,2023
2021-12-27 20:00:00+00:00,THEFT,6,False,2021
2002-12-21 18:30:00+00:00,OTHER OFFENSE,7,False,2002
2015-07-06 20:35:00+00:00,THEFT,7,False,2015
2003-09-19 13:43:49+00:00,ASSAULT,7,False,2003
2002-03-14 09:30:00+00:00,THEFT,7,True,2002
2006-08-09 21:00:00+00:00,THEFT,8,False,2006
2004-08-16 08:00:00+00:00,CRIMINAL DAMAGE,8,False,2004
2019-07-27 12:25:00+00:00,THEFT,9,False,2019
2006-10-22 11:30:00+00:00,THEFT,10,False,2006
2006-06-30 10:30:00+00:00,OTHER OFFENSE,10,False,2006
2009-08-03 13:30:00+00:00,CRIMINAL DAMAGE,10,False,2009
2003-11-17 19:10:00+00:00,NARCOTICS,10,True,2003
2019-10-17 06:40:00+00:00,ASSAULT,10,False,2019
2010-02-10 17:00:00+00:00,DECEPTIVE PRACTICE,10,True,2010
2019-06-06 15:00:00+00:00,THEFT,11,False,2019
2020-01-10 10:38:00+00:00,NARCOTICS,11,True,2020
2014-07-28 10:15:00+00:00,DECEPTIVE PRACTICE,11,True,2014
2003-05-29 09:22:00+00:00,NARCOTICS,11,True,2003
2003-05-21 19:45:30+00:00,NARCOTICS,11,True,2003
2010-05-15 22:00:00+00:00,THEFT,12,False,2010
2005-09-15 08:30:00+00:00,BURGLARY,12,False,2005
2004-03-28 23:35:00+00:00,ROBBERY,12,False,2004
2003-05-31 02:38:11+00:00,THEFT,14,False,2003
2023-08-17 14:30:00+00:00,THEFT,14,False,2023
2003-04-16 12:00:00+00:00,ASSAULT,14,False,2003
2010-11-16 13:30:00+00:00,BATTERY,15,False,2010
2001-12-04 18:30:00+00:00,OFFENSE INVOLVING CHILDREN,15,True,2001
2009-11-21 00:15:00+00:00,NARCOTICS,15,True,2009
2001-08-01 00:01:00+00:00,OFFENSE INVOLVING CHILDREN,15,False,2001
2007-04-14 04:59:00+00:00,CRIMINAL DAMAGE,16,True,2007
2002-05-01 09:45:00+00:00,BATTERY,16,False,2002
2001-07-24 00:20:00+00:00,CRIMINAL DAMAGE,16,False,2001
2002-03-22 21:00:00+00:00,CRIMINAL DAMAGE,17,False,2002
2019-10-02 15:10:00+00:00,BATTERY,17,True,2019
2007-12-28 21:00:00+00:00,THEFT,18,False,2007
2020-11-19 17:56:00+00:00,ROBBERY,18,False,2020
2009-01-04 22:07:00+00:00,NARCOTICS,18,True,2009
2014-08-14 23:00:00+00:00,THEFT,18,False,2014
2023-07-26 19:13:00+00:00,NARCOTICS,18,True,2023
2004-03-08 19:20:38+00:00,CRIMINAL TRESPASS,19,True,2004
2001-03-31 02:06:51+00:00,CRIMINAL DAMAGE,19,False,2001
2015-07-12 05:00:00+00:00,ROBBERY,19,False,2015
2008-04-25 00:01:00+00:00,THEFT,19,False,2008
2007-04-21 11:36:00+00:00,THEFT,20,True,2007
2003-12-01 15:00:00+00:00,OTHER OFFENSE,20,False,2003
2005-01-18 20:40:00+00:00,CRIMINAL DAMAGE,1,True,2005
2004-08-20 17:00:00+00:00,THEFT,2,False,2004
2006-02-05 03:30:00+00:00,BATTERY,2,False,2006
2011-10-16 10:25:00+00:00,BATTERY,2,True,2011
2010-09-30 23:30:00+00:00,MOTOR VEHICLE THEFT,2,False,2010
2009-05-16 10:00:00+00:00,ASSAULT,22,False,2009
2004-05-02 08:30:00+00:00,MOTOR VEHICLE THEFT,22,False,2004
2009-12-10 02:30:00+00:00,CRIMINAL DAMAGE,22,True,2009
2005-07-27 17:25:00+00:00,BATTERY,22,False,2005
2005-02-27 12:00:00+00:00,OTHER OFFENSE,19,False,2005
2011-08-31 20:35:00+00:00,CRIMINAL DAMAGE,24,False,2011
2011-10-03 22:55:00+00:00,CRIMINAL DAMAGE,24,True,2011
2003-06-28 19:40:00+00:00,BATTERY,24,False,2003
2008-04-06 22:00:00+00:00,OTHER OFFENSE,25,True,2008
2002-02-03 05:05:00+00:00,NARCOTICS,25,True,2002
2008-01-22 03:27:21+00:00,CRIMINAL DAMAGE,25,False,2008
2008-07-10 11:08:00+00:00,DECEPTIVE PRACTICE,25,True,2008
2010-07-06 02:15:00+00:00,BATTERY,25,True,2010
2014-09-19 07:30:00+00:00,THEFT,1,False,2014
2012-09-18 18:00:00+00:00,THEFT,1,False,2012
2017-07-26 11:30:00+00:00,THEFT,1,False,2017
2005-03-20 12:00:00+00:00,DECEPTIVE PRACTICE,1,False,2005
2006-09-11 23:55:11+00:00,DECEPTIVE PRACTICE,1,False,2006
2010-04-03 04:00:00+00:00,CRIMINAL DAMAGE,1,False,2010
2015-12-24 15:00:00+00:00,THEFT,2,False,2015
2005-01-14 12:16:52+00:00,NARCOTICS,2,True,2005
2011-11-13 08:10:00+00:00,THEFT,2,True,2011
2015-11-14 20:16:00+00:00,NARCOTICS,2,True,2015
2005-11-14 03:30:00+00:00,BATTERY,3,True,2005
2010-12-22 21:40:00+00:00,BATTERY,3,False,2010
2009-05-12 00:40:00+00:00,BATTERY,3,False,2009
2011-09-04 17:48:00+00:00,BATTERY,3,True,2011
2011-01-11 08:30:00+00:00,CRIMINAL DAMAGE,3,False,2011
2008-04-30 14:45:00+00:00,BATTERY,3,False,2008
2002-12-09 15:51:00+00:00,THEFT,4,False,2002
2007-02-03 12:00:00+00:00,THEFT,4,False,2007
2008-11-10 17:00:00+00:00,ASSAULT,4,False,2008
2008-03-13 03:19:56+00:00,BATTERY,4,True,2008
2015-07-04 03:00:00+00:00,ARSON,4,False,2015
2011-02-14 14:30:00+00:00,BATTERY,4,False,2011
2022-10-15 23:06:00+00:00,HOMICIDE,4,True,2022
2010-03-17 22:35:57+00:00,BURGLARY,5,False,2010
2001-08-09 14:15:00+00:00,NARCOTICS,5,True,2001
2010-10-06 14:00:00+00:00,THEFT,5,False,2010
2011-01-20 21:10:00+00:00,ROBBERY,5,False,2011
2016-05-10 01:40:00+00:00,MOTOR VEHICLE THEFT,5,True,2016
2008-02-09 22:15:00+00:00,NARCOTICS,5,True,2008
2003-04-25 21:48:52+00:00,BATTERY,6,False,2003
2009-06-05 19:30:00+00:00,ROBBERY,6,False,2009
2001-07-20 21:00:00+00:00,OTHER OFFENSE,6,False,2001
2009-08-10 13:13:00+00:00,CRIMINAL TRESPASS,6,True,2009
2018-07-19 23:57:00+00:00,BATTERY,6,True,2018
2007-08-22 15:30:00+00:00,CRIMINAL DAMAGE,6,False,2007
2017-08-04 23:31:00+00:00,THEFT,6,False,2017
2002-01-21 10:01:38+00:00,OFFENSE INVOLVING CHILDREN,6,True,2002
2008-05-29 14:25:00+00:00,BATTERY,7,True,2008
2005-07-11 20:55:34+00:00,NARCOTICS,7,True,2005
2017-06-17 15:40:00+00:00,ASSAULT,7,False,2017
2011-01-10 08:45:00+00:00,BATTERY,7,False,2011
2024-06-11 22:08:00+00:00,INTERFERENCE WITH PUBLIC OFFICER,7,True,2024
2009-11-18 17:58:48+00:00,BURGLARY,8,False,2009
2007-09-29 15:00:00+00:00,OTHER OFFENSE,8,False,2007
2015-03-31 20:45:00+00:00,BATTERY,8,False,2015
2010-12-29 02:12:00+00:00,ROBBERY,8,False,2010
2008-01-26 12:00:00+00:00,CRIMINAL DAMAGE,8,False,2008
2018-11-26 06:25:00+00:00,ROBBERY,8,False,2018
2013-09-18 23:00:00+00:00,ROBBERY,9,False,2013
2005-11-04 21:25:00+00:00,NARCOTICS,9,True,2005
2002-10-24 17:00:00+00:00,OTHER OFFENSE,9,False,2002
2006-04-12 12:30:00+00:00,BURGLARY,9,False,2006
2001-07-20 21:05:00+00:00,ASSAULT,9,False,2001
2008-08-24 21:30:00+00:00,MOTOR VEHICLE THEFT,10,False,2008
2001-03-04 01:20:00+00:00,LIQUOR LAW VIOLATION,10,True,2001
2011-05-23 17:30:00+00:00,BATTERY,10,False,2011
2011-07-20 23:00:00+00:00,ASSAULT,11,False,2011
2002-09-12 09:00:00+00:00,THEFT,11,False,2002
2005-10-22 09:10:00+00:00,ROBBERY,11,False,2005
2001-09-16 15:05:00+00:00,NARCOTICS,11,True,2001
2002-07-01 08:08:04+00:00,THEFT,11,False,2002
2008-01-12 16:30:00+00:00,BATTERY,11,False,2008
2015-12-06 23:16:00+00:00,THEFT,12,False,2015
2001-10-31 11:11:39+00:00,ROBBERY,12,True,2001
2003-10-30 00:00:00+00:00,THEFT,12,False,2003
2017-02-16 04:30:00+00:00,BATTERY,14,False,2017
2004-07-28 17:00:00+00:00,OTHER OFFENSE,14,True,2004
2024-08-01 00:00:00+00:00,CRIMINAL TRESPASS,14,False,2024
2004-08-12 06:30:00+00:00,MOTOR VEHICLE THEFT,14,False,2004
2004-08-19 20:00:00+00:00,THEFT,14,False,2004
2012-06-12 02:00:00+00:00,BURGLARY,15,False,2012
2011-02-21 15:00:00+00:00,BATTERY,15,False,2011
2003-12-21 23:58:16+00:00,MOTOR VEHICLE THEFT,15,True,2003
2008-05-07 19:24:50+00:00,NARCOTICS,15,True,2008
2012-10-17 15:00:00+00:00,BURGLARY,16,False,2012
2006-03-12 05:00:00+00:00,CRIMINAL DAMAGE,16,False,2006
2014-05-25 21:00:00+00:00,CRIMINAL DAMAGE,16,False,2014
2017-09-10 06:30:00+00:00,BATTERY,16,True,2017
2011-08-12 20:00:00+00:00,THEFT,17,False,2011
2008-08-04 18:20:00+00:00,BURGLARY,17,False,2008
2024-01-10 12:30:00+00:00,ASSAULT,17,False,2024
2014-07-29 15:16:00+00:00,THEFT,18,True,2014
2022-03-17 21:50:00+00:00,BATTERY,18,False,2022
2007-07-24 04:10:00+00:00,THEFT,18,True,2007
2008-08-09 01:00:00+00:00,ROBBERY,18,False,2008
2012-11-24 17:15:00+00:00,DECEPTIVE PRACTICE,18,False,2012
2011-04-03 00:00:00+00:00,DECEPTIVE PRACTICE,19,False,2011
2004-07-06 21:00:00+00:00,CRIMINAL DAMAGE,19,False,2004
2003-09-16 09:00:00+00:00,THEFT,19,False,2003
2014-08-29 09:00:00+00:00,CRIMINAL DAMAGE,19,False,2014
2012-05-09 20:00:00+00:00,THEFT,19,False,2012
2001-06-01 12:20:00+00:00,CRIMINAL TRESPASS,2,True,2001
2002-04-08 18:10:00+00:00,NARCOTICS,1,True,2002
2007-11-19 15:00:00+00:00,BURGLARY,22,False,2007
2004-11-14 19:29:48+00:00,THEFT,22,False,2004
2015-06-13 16:30:00+00:00,THEFT,22,False,2015
2001-05-10 12:00:00+00:00,THEFT,19,False,2001
2001-09-08 23:30:00+00:00,THEFT,24,False,2001
2019-05-23 16:00:00+00:00,THEFT,24,False,2019
2024-04-16 10:55:00+00:00,ASSAULT,24,False,2024
2004-05-31 00:30:00+00:00,MOTOR VEHICLE THEFT,24,False,2004
2008-11-16 21:35:00+00:00,PROSTITUTION,24,True,2008
2010-02-10 01:00:00+00:00,NARCOTICS,24,True,2010
2019-10-15 12:30:00+00:00,BATTERY,24,False,2019
2013-07-10 09:00:00+00:00,THEFT,25,False,2013
2022-12-08 13:00:00+00:00,MOTOR VEHICLE THEFT,25,False,2022
2008-01-15 13:58:30+00:00,NARCOTICS,25,True,2008
2018-08-07 22:30:00+00:00,DECEPTIVE PRACTICE,1,False,2018
2018-11-16 15:25:00+00:00,ROBBERY,1,False,2018
2001-11-28 13:38:00+00:00,THEFT,1,False,2001
2003-10-18 07:02:54+00:00,CRIMINAL TRESPASS,1,True,2003
2017-11-19 19:15:00+00:00,THEFT,2,False,2017
2009-02-25 13:06:57+00:00,ASSAULT,2,False,2009
2013-09-19 18:40:00+00:00,BATTERY,2,True,2013
2002-10-17 16:44:53+00:00,BATTERY,2,True,2002
2001-05-10 13:00:00+00:00,BATTERY,3,False,2001
2022-09-23 05:48:00+00:00,WEAPONS VIOLATION,3,False,2022
2008-08-15 16:30:00+00:00,THEFT,3,False,2008
2014-08-28 17:30:00+00:00,THEFT,3,False,2014
2016-05-06 09:30:00+00:00,BATTERY,3,False,2016
2009-10-13 12:35:00+00:00,BURGLARY,3,False,2009
2008-12-18 21:10:00+00:00,ROBBERY,3,False,2008
2001-09-25 19:00:00+00:00,BATTERY,3,False,2001
2023-12-05 11:10:00+00:00,THEFT,3,False,2023
2017-09-21 07:30:00+00:00,ASSAULT,3,True,2017
2013-06-06 18:15:00+00:00,BATTERY,3,False,2013
2020-04-17 03:00:00+00:00,BATTERY,4,False,2020
2008-09-20 13:40:00+00:00,OTHER OFFENSE,4,False,2008
2004-11-16 11:30:00+00:00,BURGLARY,4,False,2004
2005-04-13 13:17:00+00:00,ROBBERY,4,False,2005
2004-08-14 20:00:00+00:00,BATTERY,4,False,2004
2015-06-23 10:50:00+00:00,OTHER OFFENSE,4,True,2015
2003-10-01 06:00:00+00:00,MOTOR VEHICLE THEFT,4,False,2003
2016-05-16 03:50:00+00:00,ARSON,4,False,2016
2009-01-18 16:05:00+00:00,OTHER OFFENSE,4,False,2009
2021-11-13 11:43:00+00:00,ASSAULT,4,False,2021
2019-06-05 13:15:00+00:00,BATTERY,4,False,2019
2014-04-22 21:00:00+00:00,MOTOR VEHICLE THEFT,5,False,2014
2001-07-09 16:10:00+00:00,NARCOTICS,5,True,2001
2019-07-26 18:00:00+00:00,THEFT,5,False,2019
2012-10-12 15:30:00+00:00,THEFT,5,False,2012
2005-10-24 15:18:49+00:00,BATTERY,5,False,2005
2008-06-02 14:00:00+00:00,DECEPTIVE PRACTICE,6,False,2008
2008-11-26 18:00:00+00:00,THEFT,6,False,2008
2007-10-05 22:25:00+00:00,NARCOTICS,6,True,2007
2006-10-16 08:45:00+00:00,CRIMINAL TRESPASS,6,False,2006
2018-05-29 19:30:00+00:00,OTHER OFFENSE,6,False,2018
2006-04-18 11:00:00+00:00,MOTOR VEHICLE THEFT,7,False,2006
2014-10-22 21:00:00+00:00,OTHER OFFENSE,7,True,2014
2011-12-04 19:50:00+00:00,NARCOTICS,7,True,2011
2002-03-07 13:01:04+00:00,NARCOTICS,7,True,2002
2012-04-28 12:00:00+00:00,BATTERY,7,False,2012
2008-07-15 16:00:00+00:00,BATTERY,8,False,2008
2010-05-25 10:18:00+00:00,THEFT,8,False,2010
2018-07-31 12:00:00+00:00,DECEPTIVE PRACTICE,8,False,2018
2010-05-01 23:00:00+00:00,MOTOR VEHICLE THEFT,8,False,2010
2006-11-21 19:05:00+00:00,WEAPONS VIOLATION,8,True,2006
2001-04-02 14:40:00+00:00,ASSAULT,9,False,2001
2019-03-22 19:30:00+00:00,ASSAULT,9,False,2019
2008-02-20 12:00:00+00:00,DECEPTIVE PRACTICE,9,False,2008
2005-07-11 09:00:00+00:00,CRIMINAL DAMAGE,9,False,2005
2013-05-06 14:25:00+00:00,BATTERY,9,False,2013
2004-10-09 14:46:55+00:00,BATTERY,10,False,2004
2002-07-07 01:26:43+00:00,BATTERY,10,False,2002
2008-08-02 18:20:00+00:00,THEFT,10,False,2008
2006-10-26 15:00:00+00:00,MOTOR VEHICLE THEFT,10,False,2006
2001-11-13 00:50:07+00:00,NARCOTICS,10,True,2001
2003-12-07 16:27:47+00:00,BATTERY,10,False,2003
2003-07-27 18:00:00+00:00,ROBBERY,10,False,2003
2008-05-11 06:45:00+00:00,THEFT,10,False,2008
2005-10-15 02:00:00+00:00,BATTERY,11,False,2005
2011-03-23 19:30:00+00:00,CRIMINAL DAMAGE,11,False,2011
2001-09-12 19:05:28+00:00,PUBLIC PEACE VIOLATION,12,False,2001
2022-11-04 22:00:00+00:00,THEFT,12,False,2022
2003-06-10 15:29:34+00:00,CRIMINAL DAMAGE,14,False,2003
2022-09-03 22:00:00+00:00,THEFT,14,False,2022
2004-09-03 06:50:00+00:00,CRIMINAL DAMAGE,14,True,2004
2015-06-09 08:00:00+00:00,THEFT,14,False,2015
2016-01-13 03:30:00+00:00,CRIMINAL DAMAGE,15,False,2016
2023-12-18 12:07:00+00:00,WEAPONS VIOLATION,15,True,2023
2004-09-05 23:11:41+00:00,BATTERY,15,True,2004
2004-08-10 13:00:00+00:00,NARCOTICS,15,True,2004
2019-12-21 21:29:00+00:00,ASSAULT,16,True,2019
2005-06-28 14:12:52+00:00,THEFT,17,True,2005
2015-06-07 09:00:00+00:00,CRIMINAL DAMAGE,17,False,2015
2007-01-04 12:00:00+00:00,BURGLARY,18,False,2007
2017-10-09 22:00:00+00:00,THEFT,18,False,2017
2001-07-15 12:00:00+00:00,THEFT,18,False,2001
2018-02-21 08:39:00+00:00,OTHER OFFENSE,18,False,2018
2007-06-24 03:00:00+00:00,BATTERY,19,False,2007
2009-02-25 22:05:00+00:00,BATTERY,19,False,2009
2024-08-07 12:00:00+00:00,THEFT,19,False,2024
2017-07-14 07:45:00+00:00,THEFT,19,False,2017
2003-01-02 02:15:00+00:00,NARCOTICS,20,True,2003
